magnitude,depth,sig,nst,dmin,gap,cdi,mmi,latitude,longitude,Year,Month,tsunami
0.0,0.05016181229773463,0.0,0.024625267665952893,0.0,0.8736401673640167,0.0,3.0,52.502,-168.08,2022.0,1.0,1.0
0.038461538461538325,0.021035598705501618,0.010619469026548645,0.0,0.028718703976435937,0.20502092050209203,8.0,5.0,52.6252,-168.15,2022.0,1.0,1.0
0.0769230769230771,0.043689320388349516,0.018141592920354,0.05353319057815846,0.053072561459159395,0.5271966527196652,0.0,4.0,52.48,-167.736,2022.0,1.0,1.0
0.0769230769230771,0.043689320388349516,0.018141592920354,0.021413276231263385,0.0,0.8585774058577404,0.0,4.0,52.48,-167.736,2022.0,1.0,1.0
0.11538461538461542,0.022653721682847898,0.035398230088495575,0.0,0.05211283561799026,0.25523012552301255,7.0,6.0,52.6563,-167.917,2022.0,1.0,1.0
0.038461538461538325,0.02427184466019417,0.14424778761061946,0.0,0.06616064348023111,0.08786610878661087,6.0,6.0,35.1456,31.9095,2022.0,1.0,0.0
0.038461538461538325,0.011326860841423947,0.16017699115044248,0.0,0.15209017786337375,0.05439330543933054,9.0,8.0,37.8167,101.299,2022.0,1.0,0.0
0.30769230769230793,0.258074433656958,0.11991150442477877,0.0,0.21032060722782372,0.0794979079497908,8.0,7.0,-7.5924,127.581,2021.0,12.0,0.0
0.30769230769230793,0.013381877022653721,0.0902654867256637,0.0,0.0580604962048261,0.13389121338912133,9.0,5.0,-7.6033,122.2,2021.0,12.0,1.0
0.3846153846153846,0.19417475728155342,0.19646017699115043,0.0,0.2804463577659454,0.16736401673640167,8.0,8.0,-4.4898,-76.8461,2021.0,11.0,1.0
0.038461538461538325,0.00970873786407767,0.01681415929203539,0.0,0.18460405573807634,0.06276150627615062,7.0,4.0,23.5414,126.48,2021.0,11.0,1.0
0.1538461538461542,0.0737864077669903,0.15265486725663718,0.0,0.0,0.0,8.0,6.0,56.2581,-156.492,2021.0,10.0,1.0
0.1538461538461542,0.8559870550161812,0.03982300884955753,0.0,0.27064687889430156,0.12970711297071127,4.0,3.0,-21.1704,174.54,2021.0,10.0,1.0
0.30769230769230793,0.843042071197411,0.07787610619469026,0.0,0.2545032287300329,0.13389121338912133,4.0,4.0,-21.1036,174.895,2021.0,10.0,1.0
0.0,0.02427184466019417,0.015044247787610598,0.0,0.0562478758355047,0.47698744769874474,7.0,5.0,12.1598,-87.8542,2021.0,9.0,1.0
0.1923076923076925,0.022653721682847898,0.8203539823008849,0.0,0.003965107057890564,0.1799163179916318,8.0,8.0,16.9502,-99.7877,2021.0,9.0,1.0
0.23076923076923084,0.0,0.05575221238938055,0.0,0.5550583437181374,0.13389121338912133,1.0,4.0,-60.3026,-24.9992,2021.0,8.0,1.0
0.038461538461538325,0.0016181229773462782,0.008849557522123908,0.0,0.5021524866885692,0.0794979079497908,1.0,3.0,-60.1023,-24.4608,2021.0,8.0,1.0
0.1538461538461542,0.14077669902912623,0.04026548672566371,0.0,0.03279709980740908,0.22594142259414224,8.0,7.0,-14.892,167.085,2021.0,8.0,1.0
0.1538461538461542,0.01731391585760518,0.03716814159292037,0.0,0.4737170046448397,0.20083682008368198,6.0,4.0,-58.3814,-23.3318,2021.0,8.0,1.0
0.2692307692307696,0.0064724919093851144,0.7438053097345133,0.0,0.06672708734564405,0.09623430962343095,9.0,8.0,18.3521,-73.4804,2021.0,8.0,1.0
0.1538461538461542,0.044174757281553394,0.038938053097345104,0.0,0.0,0.0,5.0,4.0,55.2364,-157.707,2021.0,8.0,1.0
0.1538461538461542,0.023851132686084138,0.038938053097345104,0.0,0.06644386541293758,0.15062761506276148,5.0,4.0,55.2657,-157.68,2021.0,8.0,1.0
0.6153846153846154,0.02716828478964401,0.15884955752212387,0.0,0.4227370567576753,0.3263598326359832,0.0,7.0,-58.4157,-25.3206,2021.0,8.0,0.0
0.3846153846153846,0.06671521035598706,0.09646017699115045,0.0,0.40936898153393003,0.1589958158995816,9.0,6.0,-57.5959,-25.1874,2021.0,8.0,1.0
0.23076923076923084,0.07951456310679612,0.08672566371681417,0.0,0.07210830406706695,0.10460251046025104,9.0,7.0,6.4547,126.742,2021.0,8.0,1.0
0.6538461538461537,0.06579288025889968,0.2597345132743363,0.0,0.049563838223632035,0.27615062761506276,8.0,6.0,55.4742,-157.917,2021.0,7.0,1.0
0.6538461538461537,0.04692556634304207,0.26637168141592915,0.0,0.0,0.0,8.0,7.0,55.3154,-157.829,2021.0,7.0,1.0
0.0769230769230771,0.16828478964401294,0.12610619469026546,0.0,0.46102866205958987,0.050209205020920494,8.0,5.0,13.6989,120.713,2021.0,7.0,1.0
0.0769230769230771,0.0064724919093851144,0.07964601769911506,0.0,0.07901891922510479,0.25523012552301255,6.0,6.0,7.5904,-82.8813,2021.0,7.0,1.0
0.0,0.03074433656957929,0.0,0.0,0.4528152260111023,0.10041841004184099,0.0,4.0,-30.2144,-177.773,2021.0,6.0,1.0
0.0,0.0064724919093851144,0.0008849557522123686,0.0,0.2559193383935652,0.18410041841004182,5.0,7.0,-16.4796,-177.356,2021.0,5.0,1.0
0.30769230769230793,0.0064724919093851144,0.165929203539823,0.0,0.26367961934972245,0.03765690376569037,9.0,9.0,34.5861,98.2551,2021.0,5.0,0.0
0.0769230769230771,0.008090614886731391,0.021238938053097345,0.0,0.08423020278690382,0.15481171548117154,8.0,4.0,0.1684,96.6475,2021.0,5.0,0.0
0.0769230769230771,0.0064724919093851144,0.019469026548672552,0.0,0.6043389600090632,0.18828451882845187,9.0,3.0,-17.2495,66.3745,2021.0,5.0,0.0
0.1538461538461542,0.0598705501618123,0.11902654867256635,0.0,0.14835164835164835,0.14644351464435146,7.0,6.0,38.2296,141.665,2021.0,5.0,1.0
0.0,0.38834951456310685,0.0004424778761061843,0.0,0.3359578565764133,0.08368200836820083,4.0,4.0,-21.6857,-177.064,2021.0,4.0,0.0
0.0,0.47734627831715215,0.0008849557522123686,0.0,0.5893848419621616,0.0794979079497908,6.0,4.0,-18.9204,-176.235,2021.0,4.0,0.0
0.1923076923076925,0.0598705501618123,0.17787610619469024,0.0,0.13470035119519655,0.14644351464435146,7.0,7.0,38.4752,141.607,2021.0,3.0,1.0
0.038461538461538325,0.011699029126213593,0.009734513274336276,0.0,0.18029908236093803,0.07531380753138074,5.0,5.0,54.7018,163.208,2021.0,3.0,1.0
0.0,0.02912621359223301,0.0,0.0,0.6663645632717797,0.10460251046025104,0.0,4.0,-28.4792,-176.619,2021.0,3.0,0.0
0.6153846153846154,0.03710355987055016,0.1641592920353982,0.0,0.041860201654016084,0.08786610878661087,9.0,8.0,-29.7466,-177.224,2021.0,3.0,1.0
0.34615384615384626,0.0598705501618123,0.08539823008849556,0.0,0.02475359691854537,0.12552301255230125,3.0,7.0,-29.6131,-177.842,2021.0,3.0,1.0
0.30769230769230793,0.0064724919093851144,0.12477876106194691,0.0,0.05199954684490767,0.10041841004184099,7.0,6.0,-37.596,179.544,2021.0,3.0,1.0
0.23076923076923084,0.06145631067961165,0.42566371681415927,0.0,0.17474793247989123,0.046025104602510455,9.0,8.0,37.6856,141.992,2021.0,2.0,1.0
0.4615384615384617,0.0064724919093851144,0.11858407079646016,0.0,0.45253200407839583,0.06276150627615062,9.0,4.0,-23.2787,171.489,2021.0,2.0,1.0
0.1538461538461542,0.014563106796116504,0.039380530973451344,0.0,0.08779879913900533,0.06694560669456066,9.0,5.0,-61.8484,-55.559,2021.0,1.0,1.0
0.1923076923076925,0.11974110032362462,0.06725663716814156,0.0,0.1597938144329897,0.06276150627615062,7.0,5.0,5.0074,127.517,2021.0,1.0,1.0
0.0769230769230771,0.0064724919093851144,0.05575221238938055,0.0,0.11572448170386315,0.09205020920502091,8.0,8.0,51.2407,100.443,2021.0,1.0,0.0
0.0769230769230771,0.0064724919093851144,0.05575221238938055,0.0,0.07471394584796646,0.0794979079497908,5.0,5.0,-39.3264,-74.9067,2020.0,12.0,1.0
0.1923076923076925,0.02427184466019417,0.3880530973451327,0.0,0.08598617876968392,0.07531380753138074,8.0,7.0,37.8973,26.7953,2020.0,10.0,0.0
0.4230769230769229,0.03619741100323625,0.22787610619469023,0.0,0.013028208904497565,0.15062761506276148,9.0,7.0,54.662,-159.675,2020.0,10.0,1.0
0.1538461538461542,0.0064724919093851144,0.03628318584070794,0.0,0.6375325705222613,0.06694560669456066,0.0,3.0,0.9604,-26.8332,2020.0,9.0,1.0
0.0,0.016181229773462785,0.010619469026548645,0.0,0.02197802197802198,0.20502092050209203,6.0,6.0,-27.9285,-71.3937,2020.0,9.0,0.0
0.11538461538461542,0.02427184466019417,0.07699115044247784,0.0,0.017673048600883652,0.28870292887029286,6.0,7.0,-28.013,-71.1958,2020.0,9.0,1.0
0.0,0.0064724919093851144,0.0004424778761061843,0.0,0.8719836864166761,0.12970711297071127,4.0,5.0,0.8696,-29.7046,2020.0,8.0,0.0
0.1538461538461542,1.0,0.04380530973451324,0.0,0.12841282428911294,0.08368200836820083,4.0,3.0,-6.6704,123.493,2020.0,8.0,0.0
0.1538461538461542,0.032362459546925564,0.03761061946902655,0.0,0.09720176730486009,0.10460251046025104,4.0,4.0,-4.2791,101.215,2020.0,8.0,0.0
0.11538461538461542,0.02588996763754045,0.02920353982300883,0.0,0.10286620595898947,0.1422594142259414,5.0,4.0,-4.3724,101.095,2020.0,8.0,0.0
0.038461538461538325,0.0064724919093851144,0.05929203539823008,0.0,0.2904724141837544,0.05857740585774058,9.0,8.0,12.0065,124.13,2020.0,8.0,1.0
0.5,0.03559870550161812,0.20398230088495573,0.0,0.035176164042143424,0.2510460251046025,9.0,7.0,55.1079,-158.477,2020.0,7.0,1.0
0.1923076923076925,0.10841423948220066,0.0752212389380531,0.0,0.09465276991050187,0.07531380753138074,6.0,7.0,-7.847,147.755,2020.0,7.0,1.0
0.038461538461538325,0.8539805825242719,0.015044247787610598,0.0,0.0825875155772063,0.05857740585774058,4.0,2.0,-5.6368,110.678,2020.0,7.0,0.0
0.34615384615384626,0.022653721682847898,0.3734513274336283,0.0,0.008553302367735357,0.12552301255230125,8.0,8.0,15.9163,-95.9533,2020.0,6.0,1.0
0.34615384615384626,0.0064724919093851144,0.09867256637168142,0.0,0.22856009969412033,0.09623430962343095,7.0,7.0,-33.2938,-177.838,2020.0,6.0,1.0
0.038461538461538325,0.25728155339805825,0.03716814159292037,0.0,0.11413843888070693,0.07531380753138074,5.0,4.0,28.9386,128.262,2020.0,6.0,1.0
0.11538461538461542,0.17152103559870552,0.08185840707964603,0.0,0.06593406593406594,0.08786610878661087,6.0,6.0,-23.2966,-68.4204,2020.0,6.0,1.0
0.0,0.0,0.29646017699115046,0.02890792291220557,0.02022204599524187,0.2334309623430962,7.0,8.0,38.1689,-117.85,2020.0,5.0,0.0
0.038461538461538325,0.1634304207119741,0.009292035398230092,0.0,0.19276084740002267,0.050209205020920494,4.0,6.0,-12.0662,166.648,2020.0,5.0,1.0
0.11538461538461542,0.14563106796116507,0.038938053097345104,0.0,0.10881386654582531,0.06694560669456066,4.0,6.0,-6.7762,129.785,2020.0,5.0,0.0
0.0,0.0064724919093851144,0.012389380530973437,0.0,0.07324119179789282,0.0794979079497908,7.0,6.0,34.1818,25.7101,2020.0,5.0,0.0
0.0,0.009805825242718448,0.33628318584070793,0.0,0.05013028208904498,0.12970711297071127,8.0,8.0,44.4646,-115.118,2020.0,3.0,0.0
0.3846153846153846,0.08381877022653722,0.10132743362831859,0.0,0.23275178429817606,0.050209205020920494,6.0,5.0,48.9638,157.695,2020.0,3.0,1.0
0.1923076923076925,0.22168284789644013,0.053097345132743334,0.0,0.25495638382236324,0.10460251046025104,5.0,6.0,45.6161,148.959,2020.0,2.0,1.0
0.4615384615384617,0.014336569579288026,0.5141592920353982,0.0,0.09385974849892376,0.10878661087866108,9.0,6.0,19.4193,-78.756,2020.0,1.0,1.0
0.0769230769230771,0.0064724919093851144,0.26415929203539823,0.0,0.04928061629092557,0.20502092050209203,8.0,9.0,38.4312,39.0609,2020.0,1.0,0.0
0.11538461538461542,0.019417475728155338,0.07743362831858408,0.0,0.030927835051546393,0.1631799163179916,9.0,7.0,6.6969,125.174,2019.0,12.0,1.0
0.23076923076923084,0.043689320388349516,0.06592920353982301,0.0,0.07199501529398436,0.046025104602510455,6.0,6.0,1.6213,126.416,2019.0,11.0,1.0
0.0,0.923948220064725,0.0,0.0,0.26991050186926474,0.10460251046025104,0.0,2.0,-21.9449,-179.511,2019.0,11.0,0.0
0.038461538461538325,0.0064724919093851144,0.01017699115044246,0.0,0.2880933499490201,0.20083682008368198,4.0,4.0,-18.5747,-175.272,2019.0,11.0,1.0
0.0,0.0064724919093851144,0.03672566371681413,0.0,0.02424379743967373,0.0794979079497908,9.0,7.0,6.9098,125.178,2019.0,10.0,1.0
0.038461538461538325,0.014563106796116504,0.05752212389380529,0.0,0.03659227370567577,0.10041841004184099,9.0,7.0,6.7567,125.008,2019.0,10.0,1.0
0.0769230769230771,0.008090614886731391,0.08584070796460175,0.0,0.07188172652090177,0.41004184100418406,7.0,6.0,-35.4758,-73.163,2019.0,9.0,1.0
0.0,0.0101294498381877,0.002654867256637161,0.0,0.2214229069899173,0.06276150627615062,7.0,7.0,-3.4528,128.37,2019.0,9.0,1.0
0.038461538461538325,0.9466019417475728,0.009292035398230092,0.0,0.2334315169366716,0.0794979079497908,2.0,3.0,-20.3641,-178.57,2019.0,9.0,1.0
0.038461538461538325,0.016181229773462785,0.008849557522123908,0.0,0.7304860088365244,0.0794979079497908,0.0,4.0,-60.2152,-26.5801,2019.0,8.0,1.0
0.1538461538461542,0.06957928802588997,0.0995575221238938,0.0,0.160813413390733,0.09623430962343095,4.0,6.0,-7.2822,104.791,2019.0,8.0,0.0
0.11538461538461542,0.03074433656957929,0.13141592920353984,0.0,0.046278463804236995,0.14644351464435146,6.0,6.0,-34.2364,-72.3102,2019.0,8.0,1.0
0.038461538461538325,0.28317152103559873,0.008849557522123908,0.0,0.3412257845247536,0.12552301255230125,0.0,4.0,-16.1985,167.998,2019.0,7.0,1.0
0.2692307692307696,0.021003236245954696,0.07035398230088497,0.0,0.08519315735810581,0.1589958158995816,7.0,7.0,-0.5858,128.034,2019.0,7.0,1.0
0.038461538461538325,0.0064724919093851144,0.062389380530973426,0.0,0.16868698311997282,0.13389121338912133,5.0,5.0,-18.2242,120.358,2019.0,7.0,0.0
0.1538461538461542,0.04692556634304207,0.042920353982300874,0.0,0.06825648578225899,0.08786610878661087,7.0,5.0,0.5126,126.189,2019.0,7.0,0.0
0.23076923076923084,0.0032362459546925564,0.44070796460176986,0.08244111349036402,0.00261470488274612,0.1799163179916318,9.0,9.0,35.7695,-117.599,2019.0,7.0,0.0
0.30769230769230793,0.33333333333333337,0.13362831858407076,0.0,0.1489180922170613,0.06694560669456066,4.0,6.0,-6.4078,129.169,2019.0,6.0,1.0
0.30769230769230793,0.06472491909385114,0.07964601769911506,0.0,0.07941542993089384,0.046025104602510455,8.0,6.0,-30.6441,-178.1,2019.0,6.0,1.0
0.038461538461538325,0.08401294498381878,0.10442477876106193,0.0,0.06757675314376346,0.09205020920502091,7.0,6.0,13.1994,-89.3056,2019.0,5.0,1.0
0.5769230769230771,0.18862459546925567,0.5486725663716814,0.0,0.18012914920131415,0.0711297071129707,9.0,8.0,-5.8119,-75.2697,2019.0,5.0,1.0
0.4230769230769229,0.0064724919093851144,0.1234513274336283,0.0,0.02565990710320607,0.06694560669456066,7.0,7.0,-4.051,152.597,2019.0,5.0,1.0
0.23076923076923084,0.226537216828479,0.07787610619469026,0.0,0.1424039877648125,0.06694560669456066,7.0,6.0,-6.9746,146.449,2019.0,5.0,1.0
0.11538461538461542,0.015307443365695795,0.029646017699115013,0.0,0.04480570975416336,0.11715481171548116,5.0,6.0,-1.8146,122.58,2019.0,4.0,1.0
0.0,0.05177993527508091,0.0,0.0,0.42868471734451113,0.07531380753138074,0.0,5.0,-58.6262,-25.304,2019.0,4.0,1.0
0.1923076923076925,0.4223300970873787,0.09690265486725663,0.0,0.14166761073977568,0.17573221757322174,7.0,4.0,-14.7131,-70.1546,2019.0,3.0,1.0
0.3846153846153846,0.2249190938511327,0.21902654867256632,0.0,0.11583777047694573,0.06276150627615062,7.0,7.0,-2.1862,-77.0505,2019.0,2.0,1.0
0.0769230769230771,0.09708737864077671,0.11460176991150439,0.0,0.016370227710433893,0.1799163179916318,6.0,6.0,14.6802,-92.4527,2019.0,2.0,1.0
0.0769230769230771,0.011326860841423947,0.018141592920354,0.0,0.4263622974963181,0.0711297071129707,0.0,3.0,-43.1219,42.3568,2019.0,1.0,0.0
0.0769230769230771,0.09223300970873788,0.42035398230088494,0.0,0.00979947887164382,0.09205020920502091,8.0,8.0,-30.0404,-71.3815,2019.0,1.0,1.0
0.038461538461538325,0.04692556634304207,0.009292035398230092,0.0,0.4428458139798346,0.07531380753138074,5.0,4.0,-13.336,166.875,2019.0,1.0,1.0
0.038461538461538325,0.06021035598705502,0.009734513274336276,0.0,0.09040444091990484,0.13807531380753138,2.0,4.0,2.258,126.758,2019.0,1.0,1.0
0.11538461538461542,0.9132847896440129,0.028761061946902644,0.0,0.06689702050526793,0.06694560669456066,3.0,3.0,-8.144,-71.587,2019.0,1.0,0.0
0.1923076923076925,0.08771844660194175,0.0676991150442478,0.0,0.10020391979154865,0.08786610878661087,5.0,5.0,5.8983,126.921,2018.0,12.0,1.0
0.30769230769230793,0.017087378640776696,0.07610619469026547,0.0,0.23371473886937807,0.09623430962343095,3.0,7.0,55.0999,164.699,2018.0,12.0,1.0
0.23076923076923084,0.20550161812297735,0.05575221238938055,0.0,0.39894641441033196,0.08368200836820083,0.0,5.0,-58.5446,-26.3856,2018.0,12.0,1.0
0.038461538461538325,0.0064724919093851144,0.008849557522123908,0.0,0.15175031154412597,0.12970711297071127,0.0,4.0,-22.0629,169.733,2018.0,12.0,1.0
0.3846153846153846,0.0064724919093851144,0.097787610619469,0.0,0.13622974963181148,0.07531380753138074,3.0,6.0,-21.9496,169.427,2018.0,12.0,1.0
0.23076923076923084,0.06585760517799354,0.504424778761062,0.0,0.0,0.0,8.0,8.0,61.3464,-149.955,2018.0,11.0,1.0
0.11538461538461542,0.8640776699029127,0.02699115044247785,0.0,0.16307918885238473,0.1631799163179916,0.0,3.0,-17.8735,-178.927,2018.0,11.0,1.0
0.0769230769230771,0.0064724919093851144,0.019026548672566368,0.0,0.44482836750877985,0.0794979079497908,3.0,4.0,71.6312,-11.2431,2018.0,11.0,1.0
0.11538461538461542,0.012944983818770227,0.13451327433628318,0.0,0.12846946867565423,0.06276150627615062,8.0,7.0,37.5203,20.5565,2018.0,10.0,0.0
0.0,0.0064724919093851144,0.002212389380530977,0.0,0.09584230202786903,0.2845188284518828,2.0,4.0,49.297,-129.724,2018.0,10.0,0.0
0.11538461538461542,0.0064724919093851144,0.05575221238938055,0.0,0.0852498017446471,0.15062761506276148,4.0,4.0,49.3346,-129.289,2018.0,10.0,1.0
0.0,0.0064724919093851144,0.008407079646017668,0.0,0.09125410671802424,0.2635983263598326,3.0,4.0,49.2586,-129.412,2018.0,10.0,1.0
0.0,0.017799352750809065,0.0,0.0,0.11946301121558854,0.09205020920502091,0.0,4.0,-21.7427,169.522,2018.0,10.0,1.0
0.0769230769230771,0.7362459546925567,0.018141592920354,0.0,0.15322306559419963,0.0711297071129707,0.0,3.0,52.8549,153.243,2018.0,10.0,1.0
0.0,0.022653721682847898,0.0,0.0,0.22221592840149543,0.05857740585774058,0.0,4.0,49.2902,156.297,2018.0,10.0,1.0
0.1923076923076925,0.05339805825242718,0.04778761061946901,0.0,0.1007137192704203,0.07531380753138074,6.0,6.0,-5.7012,151.205,2018.0,10.0,1.0
0.0769230769230771,0.8802588996763755,0.018141592920354,0.0,0.21213322759714512,0.09623430962343095,2.0,3.0,-18.3604,-178.063,2018.0,9.0,1.0
0.3846153846153846,0.022653721682847898,0.6088495575221239,0.0,0.09340659340659341,0.05439330543933054,8.0,8.0,-0.2559,119.846,2018.0,9.0,0.0
0.0,0.9223300970873787,0.0004424778761061843,0.0,0.29109550243570864,0.07531380753138074,4.0,1.0,-25.415,178.199,2018.0,9.0,0.0
0.1538461538461542,0.17637540453074435,0.03761061946902655,0.0,0.1577546165175031,0.07531380753138074,3.0,4.0,-31.7447,-179.373,2018.0,9.0,0.0
0.0,0.10032362459546927,0.0004424778761061843,0.0,0.09278350515463916,0.10460251046025104,3.0,6.0,-10.0207,161.503,2018.0,9.0,1.0
0.5384615384615388,1.0,0.14557522123893807,0.0,0.08105811714059137,0.050209205020920494,7.0,4.0,-18.4743,179.35,2018.0,9.0,1.0
0.038461538461538325,0.04692556634304207,0.18805309734513276,0.0,0.06400815679166194,0.13389121338912133,8.0,9.0,42.6861,141.929,2018.0,9.0,1.0
0.23076923076923084,0.024967637540453072,0.05575221238938055,0.0,0.1443298969072165,0.09623430962343095,2.0,5.0,-22.0295,170.126,2018.0,8.0,1.0
0.23076923076923084,1.0,0.05575221238938055,0.0,0.21354933726067746,0.050209205020920494,0.0,3.0,-11.0355,-70.8284,2018.0,8.0,0.0
0.0,0.0048543689320388345,0.0008849557522123686,0.0,0.27172312223858613,0.04184100418410042,6.0,7.0,-16.0315,168.143,2018.0,8.0,1.0
0.30769230769230793,0.2278640776699029,0.4070796460176991,0.0,0.10320607227823723,0.06276150627615062,8.0,6.0,10.7731,-62.9019,2018.0,8.0,1.0
0.1538461538461542,0.02427184466019417,0.24601769911504423,0.0,0.13894868018579357,0.12970711297071127,7.0,7.0,-8.319,116.627,2018.0,8.0,0.0
0.6538461538461537,0.9611650485436893,0.17699115044247787,0.0,0.20561912314489633,0.05439330543933054,5.0,4.0,-18.1125,-178.153,2018.0,8.0,1.0
0.0,0.8462783171521036,0.04115044247787608,0.0,0.1540160870057777,0.09623430962343095,5.0,3.0,-7.3718,119.802,2018.0,8.0,0.0
0.0,0.045194174757281554,0.002212389380530977,0.0,0.0326271666477852,0.09205020920502091,6.0,6.0,51.4234,-178.026,2018.0,8.0,1.0
0.1538461538461542,0.045307443365695796,0.4663716814159292,0.0,0.1286394018352781,0.06276150627615062,9.0,8.0,-8.2581,116.438,2018.0,8.0,0.0
